"Product title","Product variant title","Product variant SKU","Week","Ending inventory units","Inventory units sold"
"Baby Swaddle Set: Black","Hat & Bow","10123","2026-07-06",78,10
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Large","75006","2026-07-06",139,1
"Finley Romper in Plum","Plum / Newborn","31114","2026-07-06",60,2
"Lila Labor & Postpartum Gown in Sage","Sage / Slim Petite",,"2026-07-06",122,7
"Robes in Emerald","Laura Robe / Long","10162","2026-07-06",73,1
"Finley Romper in Black","Black / Newborn","10197","2026-07-06",72,2
"Finley Romper in Emerald","Emerald / 6-9 Months","94223","2026-07-06",17,1
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Standard","45210","2026-07-06",54,5
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Slim Petite","20121","2026-07-06",39,14
"Finley Romper in Vintage Floral","Vintage Floral / 9-12 Months","10219","2026-07-06",5,0
"Amelia Labor & Postpartum Gown Lilac","Full Figure","29706","2026-07-06",39,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Large","75018","2026-07-06",111,7
"Finley Romper in Midnight Blue","Midnight Blue / Newborn","940216","2026-07-06",-4,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","2XL","75023","2026-07-06",58,1
"Amelia Labor & Postpartum Gown Lilac","Standard","29705","2026-07-06",31,1
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","12237","2026-07-06",61,1
"Finley Romper in Lilac","Lilac / Newborn","94233","2026-07-06",17,0
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","17003","2026-07-06",129,1
"Finley Romper in Midnight Blue","Midnight Blue / 6-9 Months","940218","2026-07-06",21,1
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","12234","2026-07-06",56,5
"Finley Romper in Black","Black / 12-18 Months","10201","2026-07-06",40,0
"Finley Romper in Emerald","Emerald / 9-12 Months",,"2026-07-06",82,0
"Robes in Emerald","Mia Robe / Short","10182","2026-07-06",65,3
"Lila Labor & Postpartum Gown in Plum","Plum / Full Figure","10104","2026-07-06",93,12
"Robes in Plum","Laura Robe / Long","10166","2026-07-06",40,5
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","940210","2026-07-06",14,61
"Finley Romper in Deep Teal","Deep Teal / 9-12 Months","10212","2026-07-06",64,0
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Slim Petite",,"2026-07-06",0,7
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","62000","2026-07-06",77,7
"Finley Romper in Vintage Floral","Vintage Floral / 12-18 Months","10220","2026-07-06",9,1
"Finley Romper in Periwinkle","Periwinkle / 9-12 Months",,"2026-07-06",20,0
"Baby Swaddle Set: Sage","Hat & Bow","94562","2026-07-06",2,0
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Full Figure","10110","2026-07-06",125,13
"Lila Labor & Postpartum Gown in Plum","Plum / Curve","10262","2026-07-06",42,11
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Extra Large","75029","2026-07-06",45,0
"Finley Romper in Midnight Blue","Midnight Blue / 9-12 Months","940219","2026-07-06",31,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Medium","75017","2026-07-06",164,2
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","45101","2026-07-06",216,22
"Finley Romper in Plum","Plum / 3-6 Months","31115","2026-07-06",-1,0
"Finley Romper in Dusty Rose","Dusty Rose / 9-12 Months","94224","2026-07-06",23,0
"Finley Romper in Periwinkle","Periwinkle / 18-24 Months",,"2026-07-06",19,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Small","75004","2026-07-06",56,1
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","942229","2026-07-06",56,8
"Finley Romper in Periwinkle","Periwinkle / Newborn",,"2026-07-06",-1,0
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","107780","2026-07-06",23,3
"Robes in Dusty Rose","Mia Robe / Short","10184","2026-07-06",43,1
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Extra Large","66946","2026-07-06",42,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Large","66945","2026-07-06",20,1
"Finley Romper in Emerald","Emerald / 3-6 Months","94222","2026-07-06",67,0
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","10275","2026-07-06",32,1
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Medium","75027","2026-07-06",33,0
"Lila Labor & Postpartum Gown in Black","Black / Slim Petite","10303","2026-07-06",405,12
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","2XL","75024","2026-07-06",115,3
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Full Figure","10229","2026-07-06",83,1
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Small","75000","2026-07-06",58,0
"TENS Unit for Labor","Default Title","20202","2026-07-06",1238,176
"Finley Romper in Deep Teal","Deep Teal / Newborn","10209","2026-07-06",92,3
"Finley Romper in Dusty Rose","Dusty Rose / Newborn","94224","2026-07-06",23,0
"Finley Romper in Deep Teal","Deep Teal / 12-16 Months","10213","2026-07-06",64,0
"Amelia Labor & Postpartum Gown in Plum","Plum / Slim Petite","10233","2026-07-06",40,1
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Petite","10230","2026-07-06",65,0
"Amelia Labor & Postpartum Gown in Sage","Sage / Full Figure","10226","2026-07-06",41,0
"Amelia Labor & Postpartum Gown in Sage","Sage / Standard","10225","2026-07-06",89,1
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Large","75010","2026-07-06",17,4
"Finley Romper in Lilac","Lilac / 3-6 Months","94234","2026-07-06",31,0
"Lila Labor & Postpartum Gown in Plum","Plum / Standard","10103","2026-07-06",266,39
"Finley Romper in Lilac","Lilac / 6-9 Months","94235","2026-07-06",18,0
"Lila Labor & Postpartum Gown in Lilac","Lilac / Curve","20011","2026-07-06",48,6
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Curve","101201","2026-07-06",110,5
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","10091","2026-07-06",362,21
"Robes in Deep Teal","Mia Robe / Short","10196","2026-07-06",23,3
"Robes in Deep Teal","Laura Robe / Long","10175","2026-07-06",69,2
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Extra Large","75007","2026-07-06",138,2
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","20117","2026-07-06",28,13
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","10074","2026-07-06",80,9
"Amelia Labor & Postpartum Gown in Plum","Plum / Curve","10272","2026-07-06",29,4
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","17001","2026-07-06",120,0
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","17002","2026-07-06",119,0
"Finley Romper in Dusty Rose","Dusty Rose / 3-6 Months","24225","2026-07-06",99,0
"Finley Romper in Black","Black / 6-9 Months","10199","2026-07-06",3,0
"Baby Swaddle Set: Midnight Blue","Hat & Bow",,"2026-07-06",-2,0
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","11302","2026-07-06",120,2
"Robes in Vintage Floral","Mia Robe / Short","10194","2026-07-06",9,0
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","107778","2026-07-06",22,12
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","75002","2026-07-06",31,5
"Robes in Vintage Floral","Laura Robe / Long","10174","2026-07-06",0,0
"Finley Romper in Sage","Sage / 6-9 Months","94232","2026-07-06",14,0
"Baby Swaddle Set: Lilac","Hat & Bow",,"2026-07-06",133,8
"Lila Labor & Postpartum Gown in Plum","Plum / Slim Petite","20119","2026-07-06",42,10
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","10266","2026-07-06",85,6
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","10101","2026-07-06",222,11
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","107779","2026-07-06",10,2
"Baby Swaddle Set: Plum","Hat",,"2026-07-06",1,2
"Lila Labor & Postpartum Gown in Black","Black / Full Figure","10112","2026-07-06",293,31
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Extra Large","75003","2026-07-06",55,1
"Finley Romper in Vintage Floral","Vintage Floral / 18-24 Months","10221","2026-07-06",15,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Large","75028","2026-07-06",54,0
"Finley Romper in Deep Teal","Deep Teal / 6-9 Months","10211","2026-07-06",17,0
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","10100","2026-07-06",199,25
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite",,"2026-07-06",120,0
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","10271","2026-07-06",16,4
"Robes in Periwinkle","Mia Robe / Short","10192","2026-07-06",30,0
"Lila Labor & Postpartum Gown in Black","Black / Standard","10156","2026-07-06",889,58
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Slim Petite",,"2026-07-06",0,0
"Finley Romper in Periwinkle","Periwinkle / 12-18 Months",,"2026-07-06",19,0
"Baby Swaddle Set: Periwinkle","Hat & Bow",,"2026-07-06",62,18
"Baby Swaddle Set: Emerald","Hat & Bow",,"2026-07-06",1,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Small","75026","2026-07-06",35,1
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","0","2026-07-06",44,1
"Baby Swaddle Set: Dusty Rose","Hat & Bow","10025","2026-07-06",0,0
"Finley Romper in Emerald","Emerald / 18-24 Months",,"2026-07-06",3,0
"Robes in Midnight Blue","Mia Robe / Short",,"2026-07-06",71,0
"Robes in Black","Mia Robe / Short","10188","2026-07-06",-2,0
"Finley Romper in Midnight Blue","Midnight Blue / Newborn","940216","2026-07-13",-4,0
"Robes in Sage","Laura Robe / Long","10170","2026-07-13",105,1
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","10095","2026-07-13",236,22
"Amelia Labor & Postpartum Gown in Plum","Plum / Standard","10231","2026-07-13",113,3
"Finley Romper in Plum","Plum / Newborn","31114","2026-07-13",57,3
"Lila Labor & Postpartum Gown in Lilac","Lilac / Slim Petite","20004","2026-07-13",-2,7
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite",,"2026-07-13",120,0
"Finley Romper in Black","Black / Newborn","10197","2026-07-13",69,3
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","2XL","66947","2026-07-13",41,0
"Robes in Black","Laura Robe / Long","10168","2026-07-13",87,6
"Finley Romper in Midnight Blue","Midnight Blue / 9-12 Months","940219","2026-07-13",31,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Medium","75017","2026-07-13",161,3
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Medium","66944","2026-07-13",40,0
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","10023","2026-07-13",0,13
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","62001","2026-07-13",23,3
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Full Figure","10229","2026-07-13",82,1
"TENS Unit for Labor","Default Title","20202","2026-07-13",1083,159
"Baby Swaddle Set: Emerald","Hat & Bow",,"2026-07-13",85,1
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Small","75026","2026-07-13",35,0
"Finley Romper in Periwinkle","Periwinkle / 3-6 Months",,"2026-07-13",28,0
"Finley Romper in Black","Black / 12-18 Months","10201","2026-07-13",40,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Medium","75009","2026-07-13",144,5
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Large","75018","2026-07-13",108,3
"Amelia Labor & Postpartum Gown Lilac","Full Figure","29706","2026-07-13",35,4
"Robes in Midnight Blue","Mia Robe / Short",,"2026-07-13",69,2
"Robes in Black","Mia Robe / Short","10188","2026-07-13",-2,0
"Finley Romper in Emerald","Emerald / 18-24 Months",,"2026-07-13",3,0
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","12237","2026-07-13",60,1
"Baby Swaddle Set: Plum","Bow",,"2026-07-13",0,0
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","107780","2026-07-13",22,1
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","942229","2026-07-13",48,9
"Finley Romper in Plum","Plum / 3-6 Months","31115","2026-07-13",-1,0
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","45101","2026-07-13",190,26
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Slim Petite","20121","2026-07-13",25,14
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Extra Large","75029","2026-07-13",44,1
"Amelia Labor & Postpartum Gown in Sage","Sage / Curve","10273","2026-07-13",22,0
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Full Figure","45212","2026-07-13",88,2
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Medium","75001","2026-07-13",21,0
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","10276","2026-07-13",79,5
"Robes in Emerald","Laura Robe / Long","10162","2026-07-13",68,5
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","113011","2026-07-13",35,1
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","12235","2026-07-13",-1,1
"Lila Labor & Postpartum Gown in Sage","Sage / Curve","10263","2026-07-13",78,6
"Lila Labor & Postpartum Gown in Lilac","Lilac / Standard","20005","2026-07-13",183,21
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","940209","2026-07-13",112,25
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Small","75004","2026-07-13",56,0
"Finley Romper in Vintage Floral","Vintage Floral / 6-9 Months","10218","2026-07-13",6,0
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","10261","2026-07-13",166,4
"Finley Romper in Sage","Sage / 6-9 Months","94232","2026-07-13",14,0
"Lila Labor & Postpartum Gown in Lilac","Lilac / Curve","20011","2026-07-13",45,3
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","10265","2026-07-13",43,5
"Finley Romper in Sage","Sage / Newborn","94230","2026-07-13",0,0
"Amelia Labor & Postpartum Gown in Plum","Plum / Slim Petite","10233","2026-07-13",39,1
"Finley Romper in Midnight Blue","Midnight Blue / 3-6 Months","940217","2026-07-13",8,1
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","2XL","75023","2026-07-13",56,2
"Amelia Labor & Postpartum Gown Lilac","Standard","29705","2026-07-13",27,4
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","20117","2026-07-13",9,19
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","75002","2026-07-13",29,2
"Robes in Dusty Rose","Laura Robe / Long","10164","2026-07-13",35,4
"Baby Swaddle Set: Periwinkle","Hat & Bow",,"2026-07-13",29,33
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Standard","10228","2026-07-13",78,1
"Finley Romper in Lilac","Lilac / 3-6 Months","94234","2026-07-13",31,0
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","10271","2026-07-13",16,0
"Lila Labor & Postpartum Gown in Black","Black / Curve","10260","2026-07-13",139,16
"Lila Labor & Postpartum Gown in Plum","Plum / Slim Petite","20119","2026-07-13",38,5
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","20114","2026-07-13",133,1
"Lila Labor & Postpartum Gown in Emerald","Emerald / Full Figure","10098","2026-07-13",51,6
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","2XL","75022","2026-07-13",29,3
"Amelia Labor & Postpartum Gown in Plum","Plum / Full Figure","10232","2026-07-13",93,6
"Finley Romper in Vintage Floral","Vintage Floral / Newborn","10216","2026-07-13",0,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Large","75006","2026-07-13",188,1
"Finley Romper in Vintage Floral","Vintage Floral / 9-12 Months","10219","2026-07-13",5,0
"Amelia Labor & Postpartum Gown in Plum","Plum / Curve","10272","2026-07-13",29,0
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","17001","2026-07-13",119,1
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","10074","2026-07-13",79,1
"Robes in Midnight Blue","Laura Robe / Long","10904","2026-07-13",127,2
"Robes in Periwinkle","Laura Robe / Long","10172","2026-07-13",124,1
"Robes in Plum","Mia Robe / Short","10186","2026-07-13",1,0
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Petite","10230","2026-07-13",65,0
"Lila Labor & Postpartum Gown in Black","Black / Standard","10156","2026-07-13",1018,82
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Slim Petite",,"2026-07-13",0,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","2XL","75030","2026-07-13",68,0
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","10100","2026-07-13",164,35
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Large","66945","2026-07-13",19,1
"Baby Swaddle Set: Lilac","Hat & Bow",,"2026-07-13",115,18
"Amelia Labor & Postpartum Gown in Sage","Sage / Standard","10225","2026-07-13",89,0
"Amelia Labor & Postpartum Gown in Sage","Sage / Full Figure","10226","2026-07-13",41,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Large","75010","2026-07-13",14,4
"Finley Romper in Dusty Rose","Dusty Rose / 6-9 Months","24226","2026-07-13",31,0
"Lila Labor & Postpartum Gown in Sage","Sage / Petite",,"2026-07-13",0,0
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","62000","2026-07-13",73,4
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","2XL","75024","2026-07-13",113,2
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Curve","101201","2026-07-13",109,1
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","10091","2026-07-13",333,29
"Robes in Deep Teal","Mia Robe / Short","10196","2026-07-13",22,1
"Baby Swaddle Set: Black","Hat & Bow","10123","2026-07-13",154,6
"Baby Swaddle Set: Plum","Hat",,"2026-07-13",83,3
"Amelia Labor & Postpartum Gown Lilac","Curve","29707","2026-07-13",53,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Large","75028","2026-07-13",51,3
"Finley Romper in Deep Teal","Deep Teal / 6-9 Months","10211","2026-07-13",17,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Extra Large","66946","2026-07-13",42,0
"Lila Labor & Postpartum Gown in Black","Black / Full Figure","10112","2026-07-13",258,35
"Finley Romper in Black","Black / 9-12 Months","10200","2026-07-13",60,0
"Robes in Vintage Floral","Mia Robe / Short","10194","2026-07-13",104,0
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","10275","2026-07-13",31,1
